Unnamed: 0,p_name,year,latitude,longitude,built_capacity
649,Historic Victory Garden (Wind Stream),1982.0,35.068920469483565,-118.38165089201878,17.0
1057,Oak Creek Energy Systems,1982.0,35.0372925,-118.3720075,4.92
649,Historic Victory Garden (Wind Stream),1984.0,35.068920469483565,-118.38165089201878,17.0
1057,Oak Creek Energy Systems,1984.0,35.0372925,-118.3720075,4.92
1283,San Gorgonio Farms Wind Farm,1984.0,33.92218619047619,-116.61960714285716,31.0
1461,Tehachapi Windplant I,1984.0,35.05829925373134,-118.38692052238804,8.71
649,Historic Victory Garden (Wind Stream),1985.0,35.068920469483565,-118.38165089201878,17.0
1057,Oak Creek Energy Systems,1985.0,35.0372925,-118.3720075,4.92
1283,San Gorgonio Farms Wind Farm,1985.0,33.92218619047619,-116.61960714285716,31.0
1461,Tehachapi Windplant I,1985.0,35.05829925373134,-118.38692052238804,8.71
34,Altech III,1985.0,33.891428000000005,-116.58448,21.71
1115,Patterson Wind,1985.0,37.698653150684926,-121.61401657534248,7.280000000000001
1229,Ridgetop,1985.0,35.07676288372093,-118.31104730232558,29.0
421,East Winds,1985.0,33.89104571428572,-116.54790857142858,4.17
596,H & S - Tehachapi,1985.0,35.07631523809524,-118.3683880952381,2.73
1460,Tehachapi Hills (85B),1985.0,35.10336875,-118.3342475,18.9
1114,Patterson Pass,1985.0,37.696642045454546,-121.61401234848483,13.07
1284,San Gorgonio Farms Wind Farm,1985.0,33.92584,-116.61765,28.47
1458,Tehachapi Hills,1985.0,35.09810625,-118.34122875,20.88
1459,Tehachapi Hills (85A),1985.0,35.10167,-118.337455,13.95
649,Historic Victory Garden (Wind Stream),1986.0,35.068920469483565,-118.38165089201878,17.0
1057,Oak Creek Energy Systems,1986.0,35.0372925,-118.3720075,4.92
1283,San Gorgonio Farms Wind Farm,1986.0,33.92218619047619,-116.61960714285716,31.0
1461,Tehachapi Windplant I,1986.0,35.05829925373134,-118.38692052238804,8.71
34,Altech III,1986.0,33.891428000000005,-116.58448,21.71
1115,Patterson Wind,1986.0,37.698653150684926,-121.61401657534248,7.280000000000001
1229,Ridgetop,1986.0,35.07676288372093,-118.31104730232558,29.0
421,East Winds,1986.0,33.89104571428572,-116.54790857142858,4.17
596,H & S - Tehachapi,1986.0,35.07631523809524,-118.3683880952381,2.73
1460,Tehachapi Hills (85B),1986.0,35.10336875,-118.3342475,18.9
1114,Patterson Pass,1986.0,37.696642045454546,-121.61401234848483,13.07
1284,San Gorgonio Farms Wind Farm,1986.0,33.92584,-116.61765,28.47
1458,Tehachapi Hills,1986.0,35.09810625,-118.34122875,20.88
1459,Tehachapi Hills (85A),1986.0,35.10167,-118.337455,13.95
1295,San Gorgonio Wind Associates 7,1986.0,33.921795,-116.58709,1.32
1285,San Gorgonio Farms Wind Farm,1986.0,33.92848818181818,-116.61333563636364,31.0
1645,Wintec Palm,1986.0,33.91223272727273,-116.5600559090909,1.43
649,Historic Victory Garden (Wind Stream),1987.0,35.068920469483565,-118.38165089201878,17.0
1057,Oak Creek Energy Systems,1987.0,35.0372925,-118.3720075,4.92
1283,San Gorgonio Farms Wind Farm,1987.0,33.92218619047619,-116.61960714285716,31.0
1461,Tehachapi Windplant I,1987.0,35.05829925373134,-118.38692052238804,8.71
34,Altech III,1987.0,33.891428000000005,-116.58448,21.71
1115,Patterson Wind,1987.0,37.698653150684926,-121.61401657534248,7.280000000000001
1229,Ridgetop,1987.0,35.07676288372093,-118.31104730232558,29.0
421,East Winds,1987.0,33.89104571428572,-116.54790857142858,4.17
596,H & S - Tehachapi,1987.0,35.07631523809524,-118.3683880952381,2.73
1460,Tehachapi Hills (85B),1987.0,35.10336875,-118.3342475,18.9
1114,Patterson Pass,1987.0,37.696642045454546,-121.61401234848483,13.07
1284,San Gorgonio Farms Wind Farm,1987.0,33.92584,-116.61765,28.47
1458,Tehachapi Hills,1987.0,35.09810625,-118.34122875,20.88
1459,Tehachapi Hills (85A),1987.0,35.10167,-118.337455,13.95
1295,San Gorgonio Wind Associates 7,1987.0,33.921795,-116.58709,1.32
1285,San Gorgonio Farms Wind Farm,1987.0,33.92848818181818,-116.61333563636364,31.0
1645,Wintec Palm,1987.0,33.91223272727273,-116.5600559090909,1.43
403,Difwind 6,1987.0,35.060552105263156,-118.26730763157894,27.0
1,251 Wind,1987.0,35.077663333333334,-118.36412333333334,18.43
649,Historic Victory Garden (Wind Stream),1988.0,35.068920469483565,-118.38165089201878,17.0
1057,Oak Creek Energy Systems,1988.0,35.0372925,-118.3720075,4.92
1283,San Gorgonio Farms Wind Farm,1988.0,33.92218619047619,-116.61960714285716,31.0
1461,Tehachapi Windplant I,1988.0,35.05829925373134,-118.38692052238804,8.71
34,Altech III,1988.0,33.891428000000005,-116.58448,21.71
1115,Patterson Wind,1988.0,37.698653150684926,-121.61401657534248,7.280000000000001
1229,Ridgetop,1988.0,35.07676288372093,-118.31104730232558,29.0
421,East Winds,1988.0,33.89104571428572,-116.54790857142858,4.17
596,H & S - Tehachapi,1988.0,35.07631523809524,-118.3683880952381,2.73
1460,Tehachapi Hills (85B),1988.0,35.10336875,-118.3342475,18.9
1114,Patterson Pass,1988.0,37.696642045454546,-121.61401234848483,13.07
1284,San Gorgonio Farms Wind Farm,1988.0,33.92584,-116.61765,28.47
1458,Tehachapi Hills,1988.0,35.09810625,-118.34122875,20.88
1459,Tehachapi Hills (85A),1988.0,35.10167,-118.337455,13.95
1295,San Gorgonio Wind Associates 7,1988.0,33.921795,-116.58709,1.32
